Area_sqft,Bedrooms,Age_of_Home,Price
2845,5,85,420173.0
636,2,47,61190.0
2923,1,60,334980.0
2634,3,96,355489.0
3990,4,39,617193.0
2277,4,2,425592.0
1722,3,29,303838.0
2984,2,23,487110.0
1833,2,66,215105.0
2277,4,1,391049.0
1804,3,43,296659.0
3894,3,39,617134.0
1263,1,18,170943.0
1201,4,62,215593.0
3489,2,23,534608.0
651,5,49,116557.0
1825,2,19,261456.0
1801,2,56,257596.0
2211,5,49,380056.0
1531,4,94,208244.0
1306,1,57,114320.0
734,2,30,50000.0
3222,2,36,498423.0
1060,4,92,164624.0
1825,4,3,301574.0
537,3,57,59526.0
1659,4,9,397226.0
3369,4,62,527845.0
920,2,35,175229.0
1742,1,54,265389.0
847,2,98,50000.0
2331,4,56,432685.0
2069,3,84,217410.0
3650,1,42,532367.0
3295,3,64,487811.0
2418,5,11,416400.0
2820,3,61,387540.0
3732,3,23,573799.0
2401,4,1,395598.0
2855,4,46,410650.0
1897,4,55,288917.0
3523,4,83,494291.0
3280,4,15,534306.0
3580,3,33,582365.0
2324,5,76,334876.0
2991,4,17,516287.0
3684,5,28,618969.0
1728,5,53,286138.0
904,2,50,74557.0
2221,2,13,352426.0
3400,1,93,399152.0
1720,2,57,258445.0
3325,4,34,557107.0
614,5,8,164860.0
3692,1,36,503800.0
2176,2,11,326375.0
564,3,84,50000.0
1799,1,81,224117.0
1324,4,10,302010.0
2786,5,26,406708.0
2849,4,87,448504.0
1915,4,42,313311.0
1468,3,49,180139.0
868,3,97,72265.0
732,5,19,162201.0
2742,2,12,486470.0
1406,4,46,218316.0
3583,2,7,540356.0
1420,5,100,255973.0
1188,4,68,188594.0
676,2,70,50000.0
2764,4,63,474587.0
1534,3,43,277766.0
1969,3,11,323707.0
1129,1,3,161591.0
663,5,39,155612.0
2600,2,18,403535.0
2765,4,53,409800.0
3546,1,0,551302.0
1323,5,12,336495.0
3931,5,49,662245.0
2932,5,52,489047.0
555,2,41,63826.0
617,3,24,119935.0
3447,1,43,505976.0
3824,2,97,515306.0
1297,4,98,158912.0
1279,2,60,192422.0
3563,4,80,483510.0
3350,4,89,505227.0
3392,5,20,603428.0
3751,2,50,499851.0
1938,3,75,240998.0
2393,4,79,389088.0
3806,5,51,625476.0
3402,3,62,492437.0
1207,2,83,131319.0
1603,3,53,237225.0
521,2,9,118160.0
2000,4,86,304885.0
1342,1,93,164025.0
2260,1,58,260123.0
1616,4,7,348950.0
691,3,50,92512.0
1518,2,4,226050.0
1626,1,75,213177.0
895,2,41,104323.0
3578,4,77,554240.0
3187,3,11,557219.0
1518,2,23,298402.0
1066,3,44,204161.0
730,1,52,106200.0
1373,2,52,218940.0
3121,5,16,555720.0
739,1,64,94711.0
589,3,57,72072.0
2779,4,36,434943.0
956,5,74,172444.0
2780,2,41,444977.0
853,1,69,60018.0
1504,2,78,160160.0
1856,2,39,228525.0
938,5,22,189629.0
1898,5,22,337409.0
3863,5,48,658626.0
844,5,75,124458.0
3211,4,6,568889.0
3999,3,36,571630.0
1156,5,15,294413.0
2677,1,37,384216.0
2688,2,98,285045.0
2962,5,39,481949.0
1616,1,28,205543.0
1125,4,16,236497.0
783,1,89,50000.0
2479,1,19,360108.0
2178,4,24,352785.0
722,4,59,80656.0
1243,2,37,206671.0
962,5,62,199799.0
2068,1,38,264623.0
3847,3,63,576416.0
2205,3,100,243954.0
1663,2,82,214602.0
2904,3,20,467539.0
2236,2,31,316017.0
1546,5,27,268840.0
3841,2,11,635690.0
3406,4,78,455577.0
1164,4,91,143044.0
1856,4,84,200029.0
1514,4,79,183383.0
2632,4,22,410264.0
3168,4,89,374903.0
1554,4,14,280248.0
2264,4,100,289600.0
2787,4,11,449689.0
2413,5,3,440038.0
862,4,34,161519.0
3369,2,94,375713.0
1912,5,60,315756.0
1167,3,26,221942.0
3870,1,95,495318.0
2380,5,32,428014.0
1894,4,12,345093.0
598,5,36,156964.0
2594,1,43,389527.0
3386,1,1,602117.0
921,4,37,142715.0
2003,4,36,312358.0
561,2,58,50000.0
1632,1,68,221433.0
2202,4,17,436542.0
3690,1,47,539939.0
3557,2,80,437691.0
1097,3,65,137510.0
3953,1,48,565820.0
891,2,57,115496.0
3524,2,34,585901.0
1575,2,77,215710.0
3150,5,75,512913.0
1812,4,57,270758.0
2529,1,96,296623.0
2884,5,6,476094.0
1309,1,8,209248.0
3775,5,68,589972.0
3809,4,3,610191.0
1905,2,31,279579.0
3299,1,4,554107.0
1659,2,55,221710.0
3978,4,55,629425.0
2031,1,43,344741.0
1885,3,71,243907.0
3952,3,12,663913.0
1380,3,3,257817.0
2099,4,51,366840.0
3182,3,74,447189.0
753,1,14,147831.0
3685,3,81,556755.0
2567,1,83,299346.0
3075,4,0,572870.0
1668,2,64,161858.0
1731,5,10,351523.0
2923,3,92,427312.0
665,5,60,199162.0
2073,2,92,202679.0
3752,4,87,504555.0
3408,4,83,475868.0
1116,2,93,100735.0
3159,5,62,480004.0
2125,3,37,361140.0
3903,1,68,515395.0
1002,4,44,156122.0
1412,2,73,132911.0
2626,5,69,412752.0
1084,3,67,156005.0
2458,5,3,492332.0
3235,3,70,449687.0
895,1,47,112057.0
2131,1,96,271721.0
2380,2,8,424290.0
3674,2,89,471767.0
901,3,46,160357.0
1474,3,84,174846.0
723,3,59,84532.0
1017,3,51,123448.0
3181,1,85,448358.0
735,2,32,90717.0
3998,2,57,566573.0
615,4,96,50000.0
3734,2,47,576699.0
725,2,4,142960.0
2777,5,84,451390.0
681,5,26,181547.0
3820,4,40,609034.0
1841,3,0,361352.0
709,4,50,126018.0
1915,4,15,294058.0
2643,1,98,306799.0
1393,2,99,163504.0
2381,1,31,314057.0
3303,2,92,361852.0
1609,4,46,244586.0
2962,2,22,467764.0
2526,3,14,386768.0
893,3,25,160479.0
3243,4,36,535534.0
1343,5,88,169538.0
2024,3,54,337544.0
1103,4,1,264591.0
1081,1,75,61981.0
2542,5,18,480580.0
2439,3,31,363871.0
632,4,86,56146.0
3338,4,68,500381.0
3196,1,54,459327.0
3885,1,88,495830.0
2768,5,98,410004.0
1475,3,55,258256.0
3617,4,28,596788.0
2313,5,83,328420.0
3763,5,35,643378.0
2043,1,70,226053.0
3950,4,85,561869.0
3335,2,81,459957.0
3238,1,52,460874.0
1857,4,84,252313.0
538,5,85,69315.0
1816,5,38,381612.0
3237,3,75,389777.0
661,2,10,138095.0
3902,1,75,515811.0
2409,3,89,301887.0
1627,3,29,277897.0
2708,2,78,323348.0
2158,1,71,219422.0
3625,1,52,532583.0
2463,5,81,352059.0
1557,1,73,162275.0
2789,3,7,402287.0
1466,5,98,150273.0
1389,1,19,213131.0
2660,2,11,458307.0
3561,3,66,494365.0
2865,4,83,459112.0
2570,2,49,405285.0
3371,2,11,559011.0
3689,1,53,542266.0
3248,5,87,522236.0
2166,5,79,314495.0
3566,3,53,517122.0
3783,1,73,520739.0
1941,5,18,332243.0
3684,4,13,626967.0
1567,1,51,207622.0
627,1,77,50000.0
3423,5,21,605454.0
657,2,3,96319.0
1326,1,58,98132.0
3965,2,33,597127.0
2390,3,63,416272.0
3399,3,17,520614.0
1011,5,97,125586.0
2592,3,81,360538.0
3679,5,30,599682.0
2766,5,83,434961.0
942,2,99,83827.0
2862,2,41,466346.0
2724,3,73,397499.0
2775,2,2,443941.0
2226,1,84,279147.0
2506,4,99,335891.0
2195,1,54,273139.0
766,1,9,111689.0
3417,5,70,513726.0
1337,4,21,288028.0
3950,5,22,698335.0
988,2,75,106664.0
1201,2,12,192381.0
1186,4,39,216735.0
3861,3,12,602699.0
1495,2,96,146280.0
856,1,94,50000.0
1371,4,50,222232.0
2473,4,63,401495.0
2751,2,91,327481.0
3784,2,82,540071.0
1051,5,84,175242.0
2310,5,95,345576.0
822,1,89,50000.0
3141,4,12,509457.0
2728,3,28,465708.0
3046,3,70,397624.0
3891,4,46,596728.0
582,1,25,84688.0
2850,5,69,517143.0
761,5,95,121681.0
1283,5,99,153792.0
1723,3,22,291520.0
3811,3,74,535849.0
1413,1,55,175786.0
3239,3,84,474980.0
1443,2,18,216284.0
3230,3,97,433944.0
1818,5,49,343195.0
2035,1,34,248510.0
1188,4,48,196457.0
2943,4,94,397614.0
2272,1,45,306216.0
3709,2,92,419394.0
1338,4,69,176791.0
1377,5,99,124433.0
3370,4,52,491115.0
3700,4,30,603045.0
548,5,95,80504.0
3336,3,83,448977.0
792,2,21,70224.0
2151,5,66,325847.0
1035,5,7,209203.0
810,1,18,112245.0
1036,2,30,162285.0
2426,3,31,338354.0
3186,5,78,472800.0
733,3,54,50000.0
1732,5,30,318023.0
3152,5,66,487709.0
2641,1,50,310874.0
2874,4,95,353724.0
2772,2,73,421165.0
1466,1,91,140930.0
1389,3,26,216182.0
2558,5,47,417364.0
3900,5,42,598885.0
3583,2,94,471346.0
534,1,50,50000.0
946,1,97,67381.0
2263,3,68,348636.0
3791,1,74,540324.0
2988,1,70,409994.0
3200,4,71,468304.0
2058,2,80,211953.0
1094,1,49,116491.0
2525,3,60,365295.0
2776,5,40,480259.0
843,1,50,69617.0
1603,1,77,132015.0
3924,5,23,668684.0
1919,4,29,405567.0
1813,2,51,293551.0
1978,4,49,353630.0
3536,3,56,512123.0
1651,1,61,171913.0
3456,4,78,527667.0
2421,2,52,378571.0
1882,3,67,254028.0
3074,4,76,432369.0
3884,1,68,504903.0
2622,2,30,403731.0
2069,1,75,238355.0
2394,1,29,344738.0
2743,3,9,497924.0
2366,2,93,309275.0
528,5,89,67160.0
1205,1,43,149121.0
1520,2,5,292427.0
2563,1,26,389105.0
1946,4,19,398543.0
3352,4,91,493895.0
3976,2,19,621360.0
3487,3,11,555086.0
2159,5,84,275973.0
1466,4,93,220113.0
3648,3,48,581744.0
2776,5,51,496121.0
3509,4,9,558955.0
3868,5,4,686880.0
3262,1,63,413572.0
3531,2,57,498194.0
1072,4,100,73932.0
2106,4,7,367131.0
1114,1,29,149190.0
825,4,16,196386.0
3934,4,66,613397.0
3422,4,20,617026.0
858,4,15,187129.0
2310,4,95,298393.0
2871,3,26,469925.0
2221,4,5,416311.0
1849,1,41,214684.0
664,4,15,125093.0
2096,5,44,430368.0
2127,5,2,424841.0
3345,1,39,498845.0
3002,3,19,504504.0
1676,1,6,278441.0
1650,3,58,275943.0
692,2,10,198900.0
3174,5,92,482458.0
3077,5,51,503969.0
3581,5,2,665269.0
591,3,20,117892.0
638,1,52,50000.0
980,3,95,112592.0
2996,5,29,487431.0
1856,5,10,342807.0
3416,5,80,478428.0
839,5,24,121701.0
1575,2,49,177842.0
3013,5,88,449567.0
3265,3,8,576160.0
1298,5,44,225877.0
974,4,28,171710.0
2948,2,61,407093.0
1962,5,14,375344.0
1104,4,18,222321.0
3479,3,14,596901.0
3544,2,38,516741.0
3469,5,34,564865.0
1320,3,12,244003.0
3204,4,15,562154.0
1097,2,66,211262.0
2032,5,94,344376.0
3724,3,54,561201.0
1013,2,64,99777.0
2026,4,34,340529.0
2377,5,15,418393.0
2199,2,0,376353.0
1529,4,49,260231.0
999,4,13,232578.0
2184,3,61,255388.0
1216,4,6,228947.0
1641,4,22,343331.0
2008,1,98,170541.0
3148,4,62,454771.0
1165,5,28,231419.0
3015,2,21,509693.0
2708,5,79,431299.0
2817,5,92,403812.0
1579,3,5,277027.0
727,1,81,50000.0
3396,1,28,458133.0
648,5,88,67252.0
1569,2,1,326987.0
1667,1,63,239114.0
1131,1,95,65357.0
1863,5,35,322615.0
912,1,95,77013.0
2255,3,19,357319.0
1019,5,54,208061.0
1867,1,36,223649.0
2934,1,96,349965.0
2822,1,51,367948.0
2900,5,68,467168.0
3637,2,69,541467.0
1602,4,21,276938.0
1097,1,84,51771.0
2159,4,82,296506.0
3773,4,14,669275.0
2185,1,97,235317.0
3105,1,46,428306.0
2660,4,70,429615.0
3662,2,80,508852.0
2688,4,68,471220.0
3860,2,51,525067.0
2424,3,38,377726.0
1229,2,1,181672.0
1088,5,90,122482.0
2958,1,44,450306.0
876,3,23,136724.0
1907,4,60,341025.0
2369,2,91,252897.0
3723,3,64,538873.0
1250,5,52,189282.0
1126,2,20,204551.0
3890,4,91,560432.0
3940,4,66,629534.0
2129,2,93,273069.0
1494,5,0,327799.0
2083,1,58,266301.0
1202,1,46,107141.0
3009,4,17,522409.0
2559,5,32,442556.0
1679,4,14,334819.0
976,1,23,161272.0
3486,4,35,541628.0
900,2,59,82492.0
3355,2,33,505961.0
2724,5,89,393946.0
3912,1,50,502988.0
556,5,39,106493.0
2375,5,21,463312.0
947,1,15,157500.0
702,3,41,115291.0
2156,3,15,402907.0
1237,4,4,258900.0
701,3,5,180345.0
1853,2,41,267642.0
2910,5,87,433913.0
1391,4,29,348090.0
3001,5,100,409324.0
2903,1,31,434773.0
715,3,52,120729.0
3519,1,18,560749.0
3102,4,50,483125.0
3434,2,27,582733.0
522,3,46,72270.0
2702,1,71,326645.0
1709,3,0,341651.0
2796,5,67,475909.0
1248,2,56,122579.0
1304,3,21,207290.0
633,2,85,50000.0
820,5,93,129245.0
2937,5,57,512607.0
933,1,90,55410.0
1545,4,90,238387.0
1372,1,12,157290.0
3696,2,38,512768.0
3650,1,26,536069.0
3405,3,38,556482.0
2598,1,71,314836.0
2723,4,11,466517.0
3417,4,23,576390.0
752,2,17,125574.0
1465,5,14,345057.0
3817,4,59,584723.0
1238,2,15,281466.0
1629,4,96,213702.0
3764,4,73,545634.0
1839,5,46,323320.0
801,3,23,185379.0
3095,2,44,446514.0
2477,4,18,345624.0
3263,4,90,447234.0
3326,1,40,401373.0
2815,3,30,461729.0
3741,5,84,526718.0
3557,2,15,556970.0
1050,4,22,166960.0
1978,2,77,241744.0
1815,5,22,350945.0
2087,3,40,310216.0
2322,1,17,346543.0
2324,3,35,316097.0
1664,1,11,257747.0
3717,2,100,458397.0
3996,3,74,573257.0
813,3,68,96738.0
683,3,50,95274.0
2187,5,84,313829.0
1212,2,31,192806.0
2675,1,92,360868.0
1810,3,70,243499.0
3824,2,35,587819.0
3247,5,39,587196.0
2933,5,90,444027.0
3801,2,69,549983.0
770,1,37,65380.0
2294,2,53,331359.0
1310,2,3,243463.0
2962,4,45,523598.0
697,5,62,92728.0
3894,1,98,551707.0
1579,4,73,263741.0
3378,2,49,516869.0
1726,5,29,289640.0
2144,4,72,288054.0
1127,4,15,249801.0
1103,1,51,61837.0
1661,2,3,240385.0
1945,1,25,305629.0
1580,4,28,319104.0
2085,4,91,347816.0
3557,1,10,531521.0
2618,4,91,337499.0
1410,3,95,134463.0
1093,5,23,249908.0
1895,2,50,258226.0
1099,5,41,175006.0
1013,2,38,162093.0
2395,4,6,401277.0
2631,1,17,416593.0
3541,1,2,569936.0
1566,4,62,231596.0
3386,2,19,533666.0
2457,4,97,323397.0
3153,2,93,399227.0
1309,4,72,151513.0
2680,4,73,292560.0
3966,4,69,588325.0
1588,1,16,209169.0
789,2,78,50000.0
2923,4,96,375805.0
1268,5,58,249126.0
3014,5,53,520774.0
3784,1,12,583434.0
3719,3,41,558847.0
970,1,43,123826.0
2696,3,85,395346.0
587,1,79,63094.0
3895,5,97,545170.0
2943,4,66,396696.0
1289,2,71,157440.0
3975,4,19,599588.0
3653,5,46,601058.0
2164,2,23,343683.0
1809,3,50,267361.0
3953,3,17,686251.0
1364,5,22,280513.0
1793,2,0,325536.0
3863,4,65,616151.0
523,5,4,171563.0
3503,3,17,553220.0
2386,5,79,352195.0
810,4,73,126562.0
1984,1,92,216854.0
1731,1,34,290208.0
3211,4,24,513807.0
2985,2,23,453089.0
1205,5,12,294981.0
1859,4,20,354545.0
921,1,38,110842.0
2273,3,33,355488.0
2868,4,18,473555.0
3134,4,27,490569.0
1446,4,90,188156.0
1686,1,89,183619.0
2334,1,10,369188.0
2064,4,48,329529.0
3736,4,34,609153.0
1348,2,83,113997.0
2089,3,75,300356.0
1818,5,56,262549.0
2589,5,27,463599.0
2447,5,65,406796.0
1808,1,64,217545.0
3486,1,72,456695.0
886,2,21,115936.0
2535,1,50,338934.0
1661,4,90,280620.0
3758,3,8,612064.0
2525,3,70,346460.0
3457,3,35,488063.0
1215,3,53,189610.0
2978,5,37,515425.0
3101,5,65,472874.0
3987,4,42,620310.0
3347,2,4,497368.0
925,1,80,66449.0
1939,1,36,282567.0
2573,5,57,349819.0
3942,3,62,575797.0
884,4,98,146911.0
555,2,50,67766.0
3824,5,71,603156.0
3181,4,42,538511.0
605,4,66,108608.0
3701,5,66,565187.0
3396,4,64,464020.0
1169,3,61,243235.0
875,4,87,129228.0
1242,2,62,177222.0
1466,4,29,296311.0
807,1,89,67824.0
2638,4,37,455164.0
3964,5,50,635462.0
1301,1,37,161159.0
609,5,66,134113.0
2164,2,76,277754.0
3132,3,99,414392.0
839,2,47,139015.0
2088,1,11,382905.0
1478,3,19,230666.0
2903,4,71,444653.0
2415,1,1,350872.0
667,3,74,77112.0
1056,5,84,107165.0
1404,3,100,129682.0
604,5,54,126417.0
2547,5,5,508144.0
2697,3,82,321739.0
645,2,93,50000.0
3263,2,61,455178.0
1373,5,48,292259.0
798,1,99,50000.0
3738,3,83,534126.0
2236,1,53,287117.0
1145,2,9,171645.0
3270,1,23,465735.0
3619,4,96,484953.0
1137,4,28,164577.0
2786,2,93,392689.0
3578,1,99,427149.0
3011,3,5,519986.0
3000,2,57,388409.0
1283,4,77,181440.0
1396,2,56,197395.0
870,1,2,150712.0
986,1,23,115396.0
3782,1,18,589967.0
2537,5,97,302698.0
2712,1,8,369905.0
3696,4,29,596120.0
1860,4,95,173130.0
691,5,76,88903.0
1229,4,81,153009.0
2761,4,43,488178.0
3121,2,52,425948.0
3899,1,85,487184.0
1456,2,67,122518.0
880,2,59,103486.0
3220,4,22,536898.0
1297,3,60,149769.0
738,1,6,150915.0
3247,3,43,520911.0
1605,4,54,239171.0
1886,5,74,236354.0
3052,2,38,420035.0
2749,4,58,468782.0
3467,4,97,487828.0
2027,3,4,336268.0
2167,5,41,416837.0
536,2,88,50000.0
3191,5,91,469851.0
2496,5,13,530525.0
1925,5,26,385185.0
3312,1,15,490235.0
3253,5,90,491048.0
3747,4,1,657379.0
3092,1,18,486846.0
1990,1,22,261002.0
1724,5,40,359489.0
3087,4,13,570180.0
3564,2,46,491532.0
2522,5,62,403467.0
2941,1,89,356592.0
1332,2,7,236210.0
3613,2,26,574014.0
1096,1,39,127645.0
2940,2,27,461560.0
1199,4,67,198442.0
2146,4,60,344769.0
2518,5,37,447570.0
940,5,74,168848.0
2360,2,23,372850.0
2140,1,27,251060.0
2029,4,40,305930.0
3465,3,17,520549.0
2867,5,48,440229.0
3100,4,84,414516.0
3786,2,25,608996.0
1594,4,2,356727.0
1067,4,76,168146.0
3466,2,37,485704.0
735,5,91,73382.0
1804,5,13,335620.0
3534,3,0,568127.0
1685,3,91,243168.0
3762,5,99,504781.0
1532,5,10,327217.0
2607,5,39,406031.0
3440,5,3,627281.0
2340,4,33,379935.0
724,3,64,58141.0
2342,2,55,308558.0
3247,1,9,511264.0
1081,2,80,57314.0
3858,1,70,495873.0
3541,4,63,529938.0
668,3,12,104512.0
3633,1,21,511179.0
3920,5,55,665584.0
1965,4,64,258267.0
513,1,91,50000.0
2711,5,96,405984.0
1943,4,12,354801.0
3304,1,0,498461.0
2370,5,37,434640.0
2043,3,57,235752.0
2189,4,24,400540.0
2071,1,41,252962.0
1551,5,84,155172.0
2231,3,32,420917.0
945,5,56,175672.0
3779,3,36,606712.0
1215,1,56,167320.0
3523,5,97,484315.0
1318,5,61,216696.0
2651,2,2,434184.0
3289,4,29,517465.0
925,5,66,195198.0
1624,3,62,269144.0
2064,4,81,288515.0
3186,1,22,486466.0
1349,4,71,222788.0
2045,2,72,268796.0
1629,1,65,169063.0
2202,5,60,283797.0
2501,1,1,396783.0
3316,1,26,510054.0
776,2,47,71682.0
3636,3,62,536149.0
2306,1,99,260468.0
3447,3,4,585782.0
2735,4,0,493997.0
3888,2,21,568019.0
2439,5,73,414431.0
3709,1,23,547404.0
3914,3,58,561388.0
2652,1,78,274945.0
1045,2,96,93677.0
2927,5,49,553941.0
609,4,22,137888.0
1044,4,77,129582.0
2901,3,17,474372.0
1242,4,88,158435.0
2864,3,21,453373.0
1789,5,43,379015.0
2375,1,43,325981.0
1588,2,36,195909.0
832,5,6,182270.0
2036,5,89,332777.0
1656,4,23,309323.0
1091,4,76,141902.0
1282,2,40,171256.0
1039,1,69,113964.0
3282,5,84,467824.0
2058,4,70,300212.0
2019,5,17,404312.0
3168,1,78,379304.0
1118,3,71,180655.0
3940,1,59,491072.0
3456,5,51,558345.0
2333,5,79,357435.0
1491,2,48,142332.0
2646,5,66,395420.0
2864,4,44,474697.0
2670,2,8,409277.0
3891,5,25,645715.0
3346,1,25,479703.0
2116,5,29,411817.0
2018,1,26,301779.0
3004,1,79,362299.0
1021,5,3,228048.0
3067,1,50,446037.0
1416,3,82,178328.0
1216,2,97,136223.0
2862,5,69,465030.0
3256,3,78,356757.0
3257,1,9,529916.0
2436,1,35,347146.0
3591,2,45,532032.0
1059,3,5,152667.0
1468,3,69,182784.0
3701,5,78,563298.0
3864,1,92,450707.0
3703,4,88,569667.0
2903,5,82,459445.0
1577,5,77,232103.0
1389,5,2,360364.0
1292,2,49,186094.0
3958,2,41,625670.0
2812,5,77,404920.0
1481,4,53,252892.0
3786,3,38,622575.0
1301,3,84,189871.0
542,1,54,66769.0
2109,3,10,401680.0
3409,3,73,529570.0
3849,4,78,494518.0
2277,3,29,353963.0
3701,4,80,486879.0
849,2,55,50000.0
2067,4,28,340808.0
1629,2,16,252289.0
3459,4,32,601272.0
2548,5,20,422450.0
2280,2,77,294976.0
1083,2,9,239572.0
931,3,86,91862.0
3877,2,38,634508.0
2432,4,77,296141.0
2600,5,46,409322.0
3487,5,85,567338.0
3067,3,51,438534.0
3901,4,40,609955.0
1848,4,91,298141.0
3685,1,46,537483.0
2694,2,72,308369.0
2530,3,86,354816.0
1689,5,70,248146.0
3950,1,87,493301.0
1662,4,42,276099.0
3176,2,36,455846.0
798,5,72,147997.0
3847,1,63,495301.0
2439,4,70,370962.0
1288,5,59,245103.0
1349,5,86,197161.0
2725,4,24,462027.0
3389,4,21,565861.0
1877,3,42,295012.0
1677,5,70,264455.0
2449,4,69,360010.0
3772,1,35,540144.0
1377,2,45,198132.0
1638,3,21,267529.0
2077,4,34,346356.0
3306,2,46,510451.0
3639,3,32,627652.0
2992,5,84,521832.0
3897,2,74,539764.0
3255,3,12,502916.0
3149,4,55,479044.0
2146,4,66,327073.0
2403,3,12,438516.0
1882,5,49,301976.0
644,3,56,85679.0
2822,1,97,296572.0
3056,3,27,535989.0
1702,3,97,215180.0
3300,4,95,450357.0
2361,5,86,352873.0
2354,3,87,268203.0
3024,2,64,430441.0
2366,4,23,418857.0
3985,4,66,545410.0
3724,3,80,500719.0
3675,2,6,575083.0
1598,3,73,203427.0
1651,2,82,174052.0
2234,4,23,391323.0
3213,2,8,554179.0
1067,3,14,217617.0
2313,1,55,336296.0
3916,1,85,516333.0
1030,2,16,165726.0
2706,3,18,438985.0
2061,5,8,423633.0
3997,1,63,560169.0
1180,4,56,229795.0
2570,3,37,401309.0
1570,3,82,155238.0
3072,1,7,466557.0
1228,5,5,233425.0
2229,4,48,352714.0
2691,5,44,415639.0
1167,4,20,228256.0
2112,1,92,230822.0
3990,3,33,615269.0
1180,4,11,235534.0
1472,3,38,223683.0
3346,2,95,461907.0
2632,2,5,437260.0
2963,1,80,322835.0
3241,1,31,472937.0
3029,1,59,449082.0
3003,2,7,468206.0
1326,4,37,222958.0
796,5,92,127955.0
3683,1,94,433995.0
1753,5,18,305927.0
3667,5,54,538301.0
3497,2,8,575344.0
3227,4,51,528935.0
2925,2,27,428792.0
3727,1,61,471212.0
2968,2,47,454901.0
2652,2,38,388429.0
2228,2,52,251592.0
2524,1,94,296955.0
829,1,62,78691.0
2986,2,18,507954.0
1655,2,32,275031.0
2390,5,63,409775.0
881,4,25,155824.0
2685,5,44,409364.0
3490,4,0,618877.0
1342,4,74,193054.0
2817,2,65,403941.0
895,5,34,197220.0
3460,4,76,551139.0
3011,4,97,402315.0
949,1,97,50000.0
1854,4,98,221505.0
3824,2,95,473350.0
2486,3,44,419849.0
1808,1,75,197800.0
1797,3,32,365108.0
2567,2,81,287545.0
2786,3,68,399216.0
1793,4,82,255370.0
2965,3,30,506157.0
3881,5,90,547695.0
3602,2,63,486819.0
2349,5,14,393111.0
3675,3,45,601201.0
685,5,47,94700.0
3699,1,67,498082.0
1733,3,82,296479.0
1937,5,84,323882.0
3852,4,39,647944.0
752,3,0,224210.0
518,1,19,80095.0
3259,4,21,548653.0
1659,3,53,245162.0
722,4,76,94787.0
502,3,64,50000.0
1759,3,14,348530.0
1353,2,60,155148.0
1988,5,78,296128.0
727,3,13,113717.0
3460,1,68,482307.0
2177,5,48,416728.0
998,2,5,116771.0
3068,5,40,558629.0
3249,5,30,573495.0
2385,3,89,349062.0
3464,1,63,475202.0
2515,3,88,349665.0
1662,1,50,219266.0
1799,1,58,190272.0
2838,4,54,437267.0
1576,3,48,224109.0
3681,2,39,577927.0
1214,5,14,257216.0
1447,4,69,228908.0
3195,2,64,409811.0
3575,3,6,644337.0
3231,1,61,439282.0
1369,3,53,161139.0
1570,3,51,264608.0
593,4,50,116478.0
3487,2,3,583185.0
1059,4,0,333325.0
2275,2,65,337621.0
2760,4,97,410420.0
935,5,34,188792.0
1351,1,76,134668.0
3055,1,80,371556.0
3383,1,9,477339.0
3198,5,66,487627.0
704,5,67,159257.0
2928,1,88,365060.0
3644,1,100,411602.0
1599,2,92,166214.0
576,2,64,50000.0
1315,3,50,211236.0
1267,4,29,214726.0
2957,2,38,421300.0
605,2,9,81384.0
3098,2,92,444239.0
3373,2,43,492782.0
3846,5,31,636302.0
2635,3,43,413660.0
2246,2,62,314695.0
3428,4,60,501641.0
3648,2,64,517494.0
3648,5,40,601964.0
1965,1,80,249400.0
3087,1,11,492405.0
744,3,1,170118.0
3125,1,72,403075.0
1905,2,75,229382.0
1481,5,59,254615.0
3264,3,24,519823.0
2236,2,99,261364.0
641,1,60,50000.0
1392,4,98,151998.0
1891,2,21,341552.0
3655,4,96,493270.0
3714,4,55,566927.0
2899,3,20,477183.0
1044,5,54,186643.0
3460,1,39,475249.0
2699,1,50,392470.0
3729,2,21,543038.0
1969,1,27,221190.0
3200,3,3,575062.0
3505,1,25,477052.0
1262,2,86,147827.0
3874,1,59,518668.0
1123,5,22,287118.0
1155,4,40,197811.0
2997,4,57,444908.0
3268,4,7,588428.0
1747,5,95,285243.0
542,3,50,129889.0
2811,2,60,314291.0
1526,5,0,269502.0
2160,2,29,296526.0
1791,3,91,185918.0
1095,5,16,230255.0
3587,1,22,533173.0
3905,3,23,623896.0
3630,4,85,539114.0
1512,5,68,224272.0
2724,3,88,360299.0
2610,3,51,388423.0
1457,5,70,235056.0
3550,4,57,528933.0
1060,4,21,220182.0
1830,3,58,233781.0
3817,2,43,612567.0
1812,3,36,262234.0
2321,5,33,420411.0
3502,5,99,496766.0
3903,5,56,603504.0
2050,4,56,274938.0
1349,1,39,159297.0
1778,5,19,336631.0
3151,5,100,435286.0
2033,2,16,345999.0
2314,2,51,376045.0
2241,3,3,390427.0
1105,3,62,166701.0
3377,3,49,544925.0
1986,5,81,268608.0
3770,2,91,549487.0
1794,3,49,230720.0
1245,2,15,208713.0
1057,5,71,193577.0
2611,5,60,466017.0
3801,3,43,578242.0
1441,5,17,298850.0
2796,5,49,509509.0
1769,2,92,149841.0
1439,1,79,110858.0
2110,4,29,324958.0
2704,3,48,375457.0
3282,1,97,368168.0
2225,3,93,319134.0
1484,1,20,264207.0
2087,5,21,399267.0
3659,3,46,583063.0
1836,1,24,291124.0
2374,4,85,334153.0
